project_id,add,delete,churn,pathname
31015510,11,24,35,openprocurement/tender/openeu/tests/cancellation.py
31015510,7,13,20,openprocurement/tender/openeu/tests/question.py
31015510,4,32,36,openprocurement/tender/openeu/tests/tender.py
31015510,2,2,4,openprocurement/tender/openeu/tests/lot.py
31015510,2,1,3,openprocurement/tender/openeu/tests/auction.py
31015510,1,1,2,openprocurement/tender/openeu/tests/contract.py
31015510,3,5,8,openprocurement/tender/openeu/tests/lot.py
31015510,1,1,2,openprocurement/tender/openeu/tests/lot_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/tests/auction.py
31015510,1,1,2,openprocurement/tender/openeu/tests/contract.py
31015510,3,5,8,openprocurement/tender/openeu/tests/lot.py
31015510,1,1,2,openprocurement/tender/openeu/tests/lot_blanks.py
31015510,31,18,49,openprocurement/tender/openeu/tests/lot.py
31015510,0,799,799,openprocurement/tender/openeu/tests/lot_blanks.py
31015510,13,6,19,openprocurement/tender/openeu/tests/contract.py
31015510,0,466,466,openprocurement/tender/openeu/tests/contract_blanks.py
31015510,15,11,26,openprocurement/tender/openeu/tests/complaint.py
31015510,0,700,700,openprocurement/tender/openeu/tests/complaint_blanks.py
31015510,24,21,45,openprocurement/tender/openeu/tests/auction.py
31015510,0,857,857,openprocurement/tender/openeu/tests/auction_blanks.py
31015510,49,0,49,docs.py
31015510,1,1,2,openprocurement/tender/openeu/models.py
31015510,1323,0,1323,openprocurement/tender/openeu/tests/bid.py
31015510,3,3,6,openprocurement/tender/openeu/views/bid_document.py
31015510,1,1,2,openprocurement/tender/openeu/tests/document.py
31015510,0,1,1,openprocurement/tender/openeu/tests/question_blanks.py
31015510,40,31,71,openprocurement/tender/openeu/tests/award.py
31015510,152,1555,1707,openprocurement/tender/openeu/tests/award_blanks.py
31015510,9,8,17,openprocurement/tender/openeu/tests/document.py
31015510,0,643,643,openprocurement/tender/openeu/tests/document_blanks.py
31015510,0,1,1,openprocurement/tender/openeu/views/bid.py
31015510,3,7,10,openprocurement/tender/openeu/views/tender.py
31015510,2,4,6,openprocurement/tender/openeu/views/qualification.py
31015510,5,13,18,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,4,9,13,openprocurement/tender/openeu/views/qualification_complaint_document.py
31015510,2,3,5,openprocurement/tender/openeu/views/cancellation.py
31015510,6,16,22,openprocurement/tender/openeu/views/bid_document.py
31015510,14,39,53,openprocurement/tender/openeu/validation.py
31015510,10,4,14,openprocurement/tender/openeu/tests/chronograph.py
31015510,0,25,25,openprocurement/tender/openeu/tests/chronograph_blanks.py
31015510,19,8,27,openprocurement/tender/openeu/tests/question.py
31015510,76,0,76,openprocurement/tender/openeu/tests/question_blanks.py
31015510,0,408,408,openprocurement/tender/openeu/tests/questions_blanks.py
31015510,7,4,11,openprocurement/tender/openeu/tests/tender.py
31015510,1,53,54,openprocurement/tender/openeu/tests/tender_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/validation.py
31015510,1,1,2,openprocurement/tender/openeu/validation.py
31015510,1,4,5,openprocurement/tender/openeu/views/bid.py
31015510,25,18,43,openprocurement/tender/openeu/tests/cancellation.py
31015510,1,673,674,openprocurement/tender/openeu/tests/cancellation_blanks.py
31015510,23,14,37,openprocurement/tender/openeu/tests/tender.py
31015510,0,766,766,openprocurement/tender/openeu/tests/tender_blanks.py
31015510,8,1,9,openprocurement/tender/openeu/adapters.py
31015510,4,3,7,openprocurement/tender/openeu/views/tender.py
31015510,1,1,2,openprocurement/tender/openeu/views/qualification_complaint_document.py
31015510,4,1,5,openprocurement/tender/openeu/adapters.py
31015510,10,6,16,openprocurement/tender/openeu/views/tender.py
31015510,0,1,1,openprocurement/tender/openeu/adapters.py
31015510,2,3,5,openprocurement/tender/openeu/views/lot.py
31015510,5,17,22,openprocurement/tender/openeu/views/tender.py
31015510,7,0,7,openprocurement/tender/openeu/adapters.py
31015510,22,0,22,openprocurement/tender/openeu/adapters.py
31015510,8,1,9,openprocurement/tender/openeu/includeme.py
31015510,5,1,6,openprocurement/tender/openeu/models.py
31015510,1,1,2,openprocurement/tender/openeu/views/qualification_document.py
31015510,21,0,21,openprocurement/tender/openeu/tests/award.py
31015510,21,0,21,openprocurement/tender/openeu/tests/qualification.py
31015510,24,0,24,openprocurement/tender/openeu/tests/tender.py
31015510,16,10,26,openprocurement/tender/openeu/views/qualification_document.py
31015510,20,0,20,openprocurement/tender/openeu/tests/award.py
31015510,3,5,8,openprocurement/tender/openeu/views/bid.py
31015510,7,12,19,openprocurement/tender/openeu/views/qualification.py
31015510,18,33,51,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,4,0,4,openprocurement/tender/openeu/views/qualification_complaint_document.py
31015510,8,30,38,openprocurement/tender/openeu/views/qualification_document.py
31015510,66,10,76,openprocurement/tender/openeu/validation.py
31015510,6,5,11,openprocurement/tender/openeu/tests/auction.py
31015510,1,0,1,openprocurement/tender/openeu/tests/auction_blanks.py
31015510,0,1,1,openprocurement/tender/openeu/tests/question.py
31015510,5,2,7,openprocurement/tender/openeu/tests/auction_blanks.py
31015510,20,0,20,openprocurement/tender/openeu/tests/qualification.py
31015510,1,1,2,openprocurement/tender/openeu/views/qualification_document.py
31015510,4,0,4,openprocurement/tender/openeu/views/cancellation.py
31015510,3,2,5,openprocurement/tender/openeu/views/lot.py
31015510,26,75,101,openprocurement/tender/openeu/views/bid_document.py
31015510,18,37,55,openprocurement/tender/openeu/views/bid.py
31015510,40,0,40,openprocurement/tender/openeu/validation.py
31015510,3,3,6,openprocurement/tender/openeu/tests/bid.py
31015510,31,31,62,openprocurement/tender/openeu/tests/bid_blanks.py
31015510,5,5,10,openprocurement/tender/openeu/tests/lot.py
31015510,71,71,142,openprocurement/tender/openeu/tests/lot_blanks.py
31015510,2,2,4,openprocurement/tender/openeu/tests/question.py
31015510,16,16,32,openprocurement/tender/openeu/tests/questions_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/tests/tender.py
31015510,1,1,2,openprocurement/tender/openeu/tests/tender_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/tests/award.py
31015510,1,1,2,openprocurement/tender/openeu/tests/bid.py
31015510,1,2,3,openprocurement/tender/openeu/tests/cancellation.py
31015510,0,2,2,openprocurement/tender/openeu/tests/cancellation_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/tests/chronograph.py
31015510,1,0,1,openprocurement/tender/openeu/tests/chronograph_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/tests/complaint.py
31015510,3,1,4,openprocurement/tender/openeu/tests/contract.py
31015510,1,0,1,openprocurement/tender/openeu/tests/contract_blanks.py
31015510,1,1,2,openprocurement/tender/openeu/tests/document.py
31015510,1,1,2,openprocurement/tender/openeu/tests/lot.py
31015510,2,0,2,openprocurement/tender/openeu/tests/lot_blanks.py
31015510,2,4,6,openprocurement/tender/openeu/tests/qualification.py
31015510,3,2,5,openprocurement/tender/openeu/tests/question.py
31015510,1,0,1,openprocurement/tender/openeu/tests/tender.py
31015510,2,0,2,openprocurement/tender/openeu/tests/tender_blanks.py
31015510,12,14,26,openprocurement/tender/openeu/views/tender.py
31015510,5,2,7,openprocurement/tender/openeu/tests/auction.py
31015510,4,4,8,openprocurement/tender/openeu/tests/auction.py
31015510,1,0,1,openprocurement/tender/openeu/includeme.py
31015510,0,12,12,openprocurement/tender/openeu/models.py
31015510,23,0,23,openprocurement/tender/openeu/subscribers.py
31015510,4,4,8,openprocurement/tender/openeu/tests/auction.py
31015510,1,1,2,openprocurement/tender/openeu/tests/base.py
31015510,3,1,4,openprocurement/tender/openeu/views/tender.py
31015510,90,2022,2112,openprocurement/tender/openeu/tests/lot.py
31015510,2106,0,2106,openprocurement/tender/openeu/tests/lot_blanks.py
31015510,97,2267,2364,openprocurement/tender/openeu/tests/award.py
31015510,2396,0,2396,openprocurement/tender/openeu/tests/award_blanks.py
31015510,1,1,2,setup.py
31015510,41,963,1004,openprocurement/tender/openeu/tests/auction.py
31015510,1011,0,1011,openprocurement/tender/openeu/tests/auction_blanks.py
31015510,62,2965,3027,openprocurement/tender/openeu/tests/bid.py
31015510,3029,0,3029,openprocurement/tender/openeu/tests/bid_blanks.py
31015510,23,73,96,openprocurement/tender/openeu/tests/chronograph.py
31015510,93,0,93,openprocurement/tender/openeu/tests/chronograph_blanks.py
31015510,63,1093,1156,openprocurement/tender/openeu/tests/cancellation.py
31015510,1151,0,1151,openprocurement/tender/openeu/tests/cancellation_blanks.py
31015510,36,731,767,openprocurement/tender/openeu/tests/complaint.py
31015510,791,0,791,openprocurement/tender/openeu/tests/complaint_blanks.py
31015510,27,587,614,openprocurement/tender/openeu/tests/contract.py
31015510,647,0,647,openprocurement/tender/openeu/tests/contract_blanks.py
31015510,21,615,636,openprocurement/tender/openeu/tests/document.py
31015510,643,0,643,openprocurement/tender/openeu/tests/document_blanks.py
31015510,1,0,1,openprocurement/tender/openeu/tests/questions_blanks.py
31015510,2,2,4,openprocurement/tender/openeu/tests/tender_blanks.py
31015510,141,1857,1998,openprocurement/tender/openeu/tests/qualification.py
31015510,1951,0,1951,openprocurement/tender/openeu/tests/qualification_blanks.py
31015510,28,367,395,openprocurement/tender/openeu/tests/question.py
31015510,407,0,407,openprocurement/tender/openeu/tests/questions_blanks.py
31015510,64,1717,1781,openprocurement/tender/openeu/tests/tender.py
31015510,1762,0,1762,openprocurement/tender/openeu/tests/tender_blanks.py
31015510,2,3,5,openprocurement/tender/openeu/models.py
31015510,2,1,3,openprocurement/tender/openeu/models.py
31015510,51,0,51,openprocurement/tender/openeu/tests/qualification.py
31015510,2,1,3,openprocurement/tender/openeu/utils.py
31015510,16,13,29,openprocurement/tender/openeu/tests/tender.py
31015510,0,5,5,openprocurement/tender/openeu/__init__.py
31015510,10,0,10,openprocurement/tender/openeu/constants.py
31015510,6,0,6,openprocurement/tender/openeu/includeme.py
31015510,70,40,110,openprocurement/tender/openeu/models.py
31015510,1,1,2,openprocurement/tender/openeu/traversal.py
31015510,5,2,7,openprocurement/tender/openeu/utils.py
31015510,0,1,1,openprocurement/tender/openeu/validation.py
31015510,9,4,13,openprocurement/tender/openeu/tests/auction.py
31015510,1,2,3,openprocurement/tender/openeu/tests/award.py
31015510,12,8,20,openprocurement/tender/openeu/tests/base.py
31015510,1,2,3,openprocurement/tender/openeu/tests/chronograph.py
31015510,1,1,2,openprocurement/tender/openeu/tests/complaint.py
31015510,2,2,4,openprocurement/tender/openeu/tests/contract.py
31015510,2,2,4,openprocurement/tender/openeu/tests/lot.py
31015510,12,5,17,openprocurement/tender/openeu/tests/tender.py
31015510,13,7,20,openprocurement/tender/openeu/views/auction.py
31015510,6,6,12,openprocurement/tender/openeu/views/award.py
31015510,6,6,12,openprocurement/tender/openeu/views/award_complaint.py
31015510,6,6,12,openprocurement/tender/openeu/views/award_complaint_document.py
31015510,6,6,12,openprocurement/tender/openeu/views/award_document.py
31015510,15,12,27,openprocurement/tender/openeu/views/bid.py
31015510,16,12,28,openprocurement/tender/openeu/views/bid_document.py
31015510,11,7,18,openprocurement/tender/openeu/views/cancellation.py
31015510,9,7,16,openprocurement/tender/openeu/views/cancellation_document.py
31015510,9,7,16,openprocurement/tender/openeu/views/complaint.py
31015510,9,7,16,openprocurement/tender/openeu/views/complaint_document.py
31015510,9,7,16,openprocurement/tender/openeu/views/contract.py
31015510,9,7,16,openprocurement/tender/openeu/views/contract_document.py
31015510,15,11,26,openprocurement/tender/openeu/views/lot.py
31015510,17,11,28,openprocurement/tender/openeu/views/qualification.py
31015510,17,14,31,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,5,6,11,openprocurement/tender/openeu/views/qualification_complaint_document.py
31015510,9,8,17,openprocurement/tender/openeu/views/qualification_document.py
31015510,9,7,16,openprocurement/tender/openeu/views/question.py
31015510,24,15,39,openprocurement/tender/openeu/views/tender.py
31015510,9,7,16,openprocurement/tender/openeu/views/tender_document.py
31015510,2,2,4,setup.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,70,0,70,openprocurement/tender/openeu/tests/qualification.py
31015510,2,2,4,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,7,8,15,docs.py
31015510,9,6,15,openprocurement/tender/openeu/models.py
31015510,44,0,44,openprocurement/tender/openeu/tests/qualification.py
31015510,2,1,3,openprocurement/tender/openeu/views/tender.py
31015510,6,1,7,openprocurement/tender/openeu/models.py
31015510,24,0,24,openprocurement/tender/openeu/tests/tender.py
31015510,1,1,2,setup.py
31015510,44,0,44,openprocurement/tender/openeu/tests/award.py
31015510,10,0,10,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,1,1,2,setup.py
31015510,4,0,4,openprocurement/tender/openeu/models.py
31015510,81,0,81,openprocurement/tender/openeu/tests/tender.py
31015510,12,0,12,openprocurement/tender/openeu/utils.py
31015510,1,1,2,setup.py
31015510,2,2,4,openprocurement/tender/openeu/views/qualification_document.py
31015510,1,1,2,setup.py
31015510,14,3,17,openprocurement/tender/openeu/tests/tender.py
31015510,1,1,2,openprocurement/tender/openeu/tests/tender.py
31015510,13,2,15,openprocurement/tender/openeu/models.py
31015510,99,1,100,openprocurement/tender/openeu/tests/tender.py
31015510,5,4,9,openprocurement/tender/openeu/tests/bid.py
31015510,4,0,4,openprocurement/tender/openeu/views/bid.py
31015510,29,4,33,openprocurement/tender/openeu/tests/tender.py
31015510,10,1,11,openprocurement/tender/openeu/tests/bid.py
31015510,52,0,52,openprocurement/tender/openeu/tests/bid.py
31015510,5,0,5,openprocurement/tender/openeu/views/bid_document.py
31015510,35,0,35,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,setup.py
31015510,1,1,2,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,1,1,2,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,openprocurement/tender/openeu/views/bid.py
31015510,1,1,2,setup.py
31015510,35,0,35,openprocurement/tender/openeu/models.py
31015510,388,8,396,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,74,1,75,openprocurement/tender/openeu/tests/lot.py
31015510,2,3,5,openprocurement/tender/openeu/models.py
31015510,4,3,7,openprocurement/tender/openeu/utils.py
31015510,80,0,80,openprocurement/tender/openeu/tests/lot.py
31015510,2,2,4,openprocurement/tender/openeu/models.py
31015510,2,2,4,openprocurement/tender/openeu/utils.py
31015510,4,2,6,openprocurement/tender/openeu/tests/auction.py
31015510,43,17,60,openprocurement/tender/openeu/tests/award.py
31015510,49,0,49,docs.py
31015510,33,3,36,openprocurement/tender/openeu/models.py
31015510,2,4,6,openprocurement/tender/openeu/tests/cancellation.py
31015510,57,0,57,openprocurement/tender/openeu/tests/tender.py
31015510,160,0,160,openprocurement/tender/openeu/tests/lot.py
31015510,0,91,91,openprocurement/tender/openeu/utils.py
31015510,1,1,2,openprocurement/tender/openeu/views/auction.py
31015510,1,1,2,openprocurement/tender/openeu/views/cancellation.py
31015510,1,1,2,setup.py
31015510,4,0,4,openprocurement/tender/openeu/tests/question.py
31015510,3,0,3,openprocurement/tender/openeu/models.py
31015510,30,24,54,openprocurement/tender/openeu/models.py
31015510,30,0,30,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,setup.py
31015510,1,1,2,openprocurement/tender/openeu/utils.py
31015510,1,1,2,openprocurement/tender/openeu/models.py
31015510,1319,0,1319,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,66,0,66,openprocurement/tender/openeu/tests/qualification.py
31015510,4,0,4,openprocurement/tender/openeu/views/tender.py
31015510,115,44,159,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,237,1,238,openprocurement/tender/openeu/tests/cancellation.py
31015510,9,8,17,openprocurement/tender/openeu/views/cancellation.py
31015510,1,1,2,setup.py
31015510,17,0,17,openprocurement/tender/openeu/views/cancellation.py
31015510,4,10,14,openprocurement/tender/openeu/tests/base.py
31015510,33,18,51,openprocurement/tender/openeu/models.py
31015510,7,35,42,openprocurement/tender/openeu/utils.py
31015510,1,1,2,setup.py
31015510,1,1,2,setup.py
31015510,150,60,210,openprocurement/tender/openeu/tests/cancellation.py
31015510,3,3,6,openprocurement/tender/openeu/views/bid_document.py
31015510,2,2,4,openprocurement/tender/openeu/views/cancellation.py
31015510,1,1,2,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,292,1,293,openprocurement/tender/openeu/tests/cancellation.py
31015510,11,1,12,openprocurement/tender/openeu/views/bid_document.py
31015510,2,2,4,openprocurement/tender/openeu/views/cancellation.py
31015510,4,3,7,openprocurement/tender/openeu/models.py
31015510,1,1,2,setup.py
31015510,16,0,16,openprocurement/tender/openeu/tests/award.py
31015510,1,1,2,setup.py
31015510,1,1,2,openprocurement/tender/openeu/views/award_document.py
31015510,1,1,2,openprocurement/tender/openeu/views/contract_document.py
31015510,7,0,7,openprocurement/tender/openeu/tests/award.py
31015510,1,1,2,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,264,0,264,openprocurement/tender/openeu/tests/document.py
31015510,1,1,2,setup.py
31015510,2,2,4,openprocurement/tender/openeu/models.py
31015510,100,0,100,docs.py
31015510,32,0,32,openprocurement/tender/openeu/tests/award.py
31015510,32,0,32,openprocurement/tender/openeu/tests/qualification.py
31015510,2,2,4,openprocurement/tender/openeu/utils.py
31015510,18,3,21,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,1,1,2,setup.py
31015510,108,61,169,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,setup.py
31015510,4,4,8,openprocurement/tender/openeu/models.py
31015510,1,0,1,openprocurement/tender/openeu/views/bid_document.py
31015510,3,2,5,openprocurement/tender/openeu/models.py
31015510,3,2,5,openprocurement/tender/openeu/views/tender.py
31015510,42,13,55,openprocurement/tender/openeu/tests/bid.py
31015510,12,9,21,openprocurement/tender/openeu/views/bid_document.py
31015510,1,1,2,openprocurement/tender/openeu/models.py
31015510,5,0,5,openprocurement/tender/openeu/models.py
31015510,30,16,46,openprocurement/tender/openeu/tests/award.py
31015510,13,6,19,openprocurement/tender/openeu/tests/complaint.py
31015510,24,9,33,openprocurement/tender/openeu/tests/qualification.py
31015510,2,2,4,openprocurement/tender/openeu/traversal.py
31015510,5,1,6,openprocurement/tender/openeu/tests/bid.py
31015510,4,0,4,openprocurement/tender/openeu/tests/complaint.py
31015510,2,2,4,openprocurement/tender/openeu/tests/lot.py
31015510,2,1,3,openprocurement/tender/openeu/tests/qualification.py
31015510,2,2,4,openprocurement/tender/openeu/tests/tender.py
31015510,5,0,5,openprocurement/tender/openeu/utils.py
31015510,3,1,4,openprocurement/tender/openeu/views/lot.py
31015510,1,0,1,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,2,2,4,openprocurement/tender/openeu/models.py
31015510,4,0,4,openprocurement/tender/openeu/tests/base.py
31015510,64,33,97,openprocurement/tender/openeu/tests/document.py
31015510,13,7,20,openprocurement/tender/openeu/models.py
31015510,12,0,12,docs.py
31015510,1,1,2,setup.py
31015510,4,1,5,openprocurement/tender/openeu/models.py
31015510,2,3,5,openprocurement/tender/openeu/tests/lot.py
31015510,1,0,1,openprocurement/tender/openeu/tests/tender.py
31015510,5,5,10,openprocurement/tender/openeu/models.py
31015510,2,3,5,openprocurement/tender/openeu/tests/bid.py
31015510,3,0,3,openprocurement/tender/openeu/utils.py
31015510,4,1,5,openprocurement/tender/openeu/views/bid.py
31015510,1,1,2,setup.py
31015510,1,1,2,openprocurement/tender/openeu/models.py
31015510,4,1,5,openprocurement/tender/openeu/models.py
31015510,1,0,1,openprocurement/tender/openeu/views/tender.py
31015510,1,1,2,setup.py
31015510,67,0,67,openprocurement/tender/openeu/tests/award.py
31015510,1,1,2,openprocurement/tender/openeu/models.py
31015510,4,4,8,openprocurement/tender/openeu/models.py
31015510,15,15,30,openprocurement/tender/openeu/tests/bid.py
31015510,9,1,10,openprocurement/tender/openeu/models.py
31015510,6,0,6,openprocurement/tender/openeu/tests/tender.py
31015510,0,3,3,openprocurement/tender/openeu/models.py
31015510,5,3,8,openprocurement/tender/openeu/tests/base.py
31015510,12,5,17,openprocurement/tender/openeu/tests/tender.py
31015510,3,3,6,docs.py
31015510,8,8,16,openprocurement/tender/openeu/tests/award.py
31015510,3,3,6,openprocurement/tender/openeu/tests/complaint.py
31015510,11,2,13,openprocurement/tender/openeu/tests/contract.py
31015510,8,8,16,openprocurement/tender/openeu/tests/qualification.py
31015510,2,2,4,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,5,5,10,openprocurement/tender/openeu/models.py
31015510,56,0,56,openprocurement/tender/openeu/tests/tender.py
31015510,1,0,1,openprocurement/tender/openeu/models.py
31015510,3,0,3,openprocurement/tender/openeu/models.py
31015510,1,1,2,openprocurement/tender/openeu/tests/bid.py
31015510,1,1,2,openprocurement/tender/openeu/tests/lot.py
31015510,40,14,54,openprocurement/tender/openeu/tests/tender.py
31015510,1,0,1,openprocurement/tender/openeu/models.py
31015510,5,0,5,openprocurement/tender/openeu/tests/tender.py
31015510,1,0,1,docs.py
31015510,13,1,14,openprocurement/tender/openeu/models.py
31015510,4,4,8,openprocurement/tender/openeu/tests/auction.py
31015510,44,43,87,openprocurement/tender/openeu/tests/award.py
31015510,1,0,1,openprocurement/tender/openeu/tests/base.py
31015510,2,4,6,openprocurement/tender/openeu/tests/bid.py
31015510,3,3,6,openprocurement/tender/openeu/tests/chronograph.py
31015510,3,2,5,openprocurement/tender/openeu/tests/contract.py
31015510,6,5,11,openprocurement/tender/openeu/tests/tender.py
31015510,2,2,4,setup.py
31015510,126,0,126,openprocurement/tender/openeu/tests/lot.py
31015510,2,2,4,openprocurement/tender/openeu/models.py
31015510,10,9,19,openprocurement/tender/openeu/utils.py
31015510,34,0,34,openprocurement/tender/openeu/views/bid.py
31015510,13,21,34,openprocurement/tender/openeu/models.py
31015510,9,9,18,openprocurement/tender/openeu/utils.py
31015510,1,1,2,setup.py
31015510,1,0,1,openprocurement/tender/openeu/views/bid_document.py
31015510,1,1,2,openprocurement/tender/openeu/views/bid.py
31015510,15,0,15,openprocurement/tender/openeu/views/bid_document.py
31015510,6,1,7,openprocurement/tender/openeu/views/bid.py
31015510,20,16,36,openprocurement/tender/openeu/tests/lot.py
31015510,2,2,4,setup.py
31015510,136,12,148,docs.py
31015510,10,5,15,openprocurement/tender/openeu/views/qualification_complaint.py
31015510,1,1,2,docs.py
31015510,1,8,9,openprocurement/tender/openeu/tests/award.py
31015510,3,2,5,openprocurement/tender/openeu/models.py
31015510,11,1,12,openprocurement/tender/openeu/utils.py
31015510,29,11,40,docs.py
31015510,443,320,763,openprocurement/tender/openeu/tests/award.py
31015510,3,0,3,openprocurement/tender/openeu/models.py
31015510,8,0,8,openprocurement/tender/openeu/models.py
31015510,2,0,2,openprocurement/tender/openeu/models.py
31015510,0,4,4,openprocurement/tender/openeu/tests/auction.py
31015510,0,3,3,openprocurement/tender/openeu/tests/chronograph.py
31015510,0,4,4,openprocurement/tender/openeu/tests/contract.py
31015510,0,10,10,openprocurement/tender/openeu/tests/tender.py
31015510,4,5,9,openprocurement/tender/openeu/tests/auction.py
31015510,2324,0,2324,openprocurement/tender/openeu/tests/award.py
